customer_id,pickup_date,pickup_time,pickup_latitude,pickup_longitude,passenger_count,dropoff_date,dropoff_time,dropoff_latitude,dropoff_longitude,trip_distance,fare_amount,surcharge,mta_tax,tip_amount,tolls_amount,total_amount
148,2014-06-04,08:00:00,40.74693298,-73.98993683,1,2014-06-04,08:24:00,40.78276062,-73.95762634,3.309999943,17,0,0.5,1,0,18.5
149,2014-06-04,08:00:00,40.73458099,-73.98994446,1,2014-06-04,08:16:00,40.76309586,-73.97770691,2.519999981,12.5,0,0.5,2.5,0,15.5
150,2014-06-04,08:00:00,40.75167847,-73.9901123,2,2014-06-04,08:20:00,40.76511002,-73.95359802,3.059999943,15,0,0.5,0,0,15.5
151,2014-06-04,08:00:00,40.77205658,-73.99017334,5,2014-06-04,08:17:00,40.76330948,-73.96734619,1.909999967,12,0,0.5,0,0,12.5
152,2014-06-04,08:00:00,40.73469543,-73.99034882,3,2014-06-04,08:13:00,40.74072266,-74.00762177,1.159999967,10,0,0.5,1,0,11.5
153,2014-06-04,08:00:00,40.76105118,-73.99069214,1,2014-06-04,08:05:00,40.76847458,-73.98171234,0.930000007,6,0,0.5,1,0,7.5
154,2014-06-04,08:00:00,40.7390213,-73.99098206,2,2014-06-04,08:13:00,40.77274323,-73.98590851,3.220000029,12,0,0.5,0,0,12.5
155,2014-06-04,08:00:00,40.73490143,-73.9910965,1,2014-06-04,08:11:00,40.73923111,-74.00111389,0.879999995,8.5,0,0.5,1.700000048,0,10.69999981
156,2014-06-04,08:00:00,40.76614761,-73.99116516,1,2014-06-04,08:12:00,40.75017166,-73.99165344,1.50999999,9,0,0.5,1.799999952,0,11.30000019
157,2014-06-04,08:00:00,40.72786331,-73.99117279,1,2014-06-04,08:07:00,40.73018646,-73.99938965,0.910000026,6,0,0.5,0,0,6.5
158,2014-06-04,08:00:00,40.73539734,-73.99162292,1,2014-06-04,08:08:00,40.73437119,-74.0067215,1.00999999,7,0,0.5,1.399999976,0,8.899999619
159,2014-06-04,08:00:00,40.7491951,-73.99205017,1,2014-06-04,08:11:00,40.73759079,-73.98615265,1.200000048,8.5,0,0.5,1,0,10
160,2014-06-04,08:00:00,40.748909,-73.99230194,1,2014-06-04,08:03:00,40.74232101,-73.98937988,0.769999981,4.5,0,0.5,0,0,5
161,2014-06-04,08:00:00,40.74956512,-73.99236298,1,2014-06-04,08:26:00,40.76558685,-73.95478058,3.319999933,17.5,0,0.5,1,0,19
162,2014-06-04,08:00:00,40.73361588,-73.99237061,1,2014-06-04,08:09:00,40.74362183,-73.97373962,1.629999995,8,0,0.5,1.600000024,0,10.10000038
163,2014-06-04,08:00:00,40.74661636,-73.99247742,1,2014-06-04,08:11:00,40.75345612,-73.97584534,1.419999957,9,0,0.5,1.799999952,0,11.30000019
164,2014-06-04,08:00:00,40.75851059,-73.99263,2,2014-06-04,08:03:00,40.74814606,-74.00016022,0.870000005,5,0,0.5,1.25,0,6.75
